Station,Year,Rides
40750,2010,814211
40750,2011,848051
40750,2012,903046
40750,2013,915422
40750,2014,932912
40750,2015,951291
40750,2016,906559
40750,2017,823060
40760,2001,1083733
40760,2002,1123451
40760,2003,1108577
40760,2004,1056134
40760,2005,1103872
40760,2006,1163242
40760,2007,1095586
40760,2008,1111226
40760,2009,1173023
40760,2010,1253735
40760,2011,1296560
40760,2012,1157079
40760,2013,1333721
40760,2014,1419768
40760,2015,1405376
40760,2016,1369003
40760,2017,1211121
40770,2001,884056
40770,2002,870077
40770,2003,856756
40770,2004,863552
40770,2005,935050
40770,2006,1004315
40770,2007,960402
40770,2008,1053391
40770,2009,1075055
40770,2010,1105246
40770,2011,1145750
40770,2012,979965
40770,2013,1082730
40770,2014,1147022
40770,2015,1139764
40770,2016,1148150
40770,2017,1068076
40780,2001,116859
40780,2002,83915
40780,2003,44105
40780,2004,100812
40780,2005,172977
40780,2006,228622
40780,2007,271699
40780,2008,307676
40780,2009,323544
40780,2010,336337
40780,2011,355568
40780,2012,397764
40780,2013,408274
40780,2014,417750
40780,2015,425670
40780,2016,384087
40780,2017,333732
40790,2001,1603523
40790,2002,1565187
40790,2003,1573989
40790,2004,1517744
40790,2005,1540023
40790,2006,1642619
40790,2007,1567095
40790,2008,1706712
40790,2009,1580291
40790,2010,1647469
40790,2011,1902170
40790,2012,1972428
40790,2013,2098497
40790,2014,2114139
40790,2015,2240798
40790,2016,2324240
40790,2017,2193886
40800,2001,703323
40800,2002,753513
40800,2003,759719
40800,2004,819782
40800,2005,893318
40800,2006,929949
40800,2007,895627
40800,2008,1065517
40800,2009,1064907
40800,2010,1132721
40800,2011,1219368
40800,2012,1301294
40800,2013,1263880
40800,2014,1247809
40800,2015,1151664
40800,2016,1254219
40800,2017,1130424
40810,2001,618844
40810,2002,662616
40810,2003,685687
40810,2004,696987
40810,2005,663439
40810,2006,700875
40810,2007,697637
40810,2008,767582
40810,2009,809642
40810,2010,904409
40810,2011,999806
40810,2012,1064597
40810,2013,1066519
40810,2014,1057934
40810,2015,1026606
40810,2016,940271
40810,2017,676614
40820,2001,1566912
40820,2002,1482616
40820,2003,1490279
40820,2004,1519828
40820,2005,1589823
40820,2006,1646637
40820,2007,1496508
40820,2008,1612752
40820,2009,1312847
40820,2010,1376387
40820,2011,1531719
40820,2012,1729510
40820,2013,1893723
40820,2014,2090977
40820,2015,2106653
40820,2016,2062702
40820,2017,1883603
40830,2001,256183
40830,2002,251387
40830,2003,251773
40830,2004,236536
40830,2005,320783
40830,2006,360924
40830,2007,407087
40830,2008,466493
40830,2009,483374
40830,2010,505379
40830,2011,556130
40830,2012,579674
40830,2013,598653
40830,2014,636897
40830,2015,656597
40830,2016,613715
40830,2017,546773
40840,2001,255644
40840,2002,249180
40840,2003,239418
40840,2004,225023
40840,2005,223089
40840,2006,228052
40840,2007,222085
40840,2008,233990
40840,2009,232754
40840,2010,235127
40840,2011,248250
40840,2012,254273
40840,2013,249880
40840,2014,259389
40840,2015,254618
40840,2016,244929
40840,2017,218291
40850,2001,683280
40850,2002,711961
40850,2003,705501
40850,2004,642950
40850,2005,691128
40850,2006,853604
40850,2007,1106293
40850,2008,1344912
40850,2009,1251260
40850,2010,1256159
40850,2011,1309878
40850,2012,1338638
40850,2013,1259201
40850,2014,1240103
40850,2015,1219248
40850,2016,1198160
40850,2017,1080856
40870,2001,332897
40870,2002,328918
40870,2003,325306
40870,2004,314450
40870,2005,311399
40870,2006,277793
40870,2007,254702
40870,2008,357585
40870,2009,391718
40870,2010,415770
40870,2011,428583
40870,2012,453819
40870,2013,478809
40870,2014,475032
40870,2015,478282
40870,2016,501852
40870,2017,470318
40880,2001,935386
40880,2002,942867
40880,2003,884328
40880,2004,833603
40880,2005,842738
40880,2006,893827
40880,2007,869263
40880,2008,900202
40880,2009,884006
40880,2010,898702
40880,2011,945668
40880,2012,870233
40880,2013,953569
40880,2014,994768
40880,2015,1013867
40880,2016,1022049
40880,2017,916936
40890,2001,2884259
40890,2002,2809209
40890,2003,2829511
40890,2004,3042488
40890,2005,3250719
40890,2006,3362802
40890,2007,3253981
40890,2008,2971394
40890,2009,2993075
40890,2010,3126256
40890,2011,3332138
40890,2012,3532031
40890,2013,3483124
40890,2014,3516496
40890,2015,4053704
40890,2016,3998035
40890,2017,3636058
40900,2001,1981231
40900,2002,1858143
40900,2003,1846408
40900,2004,1842926
40900,2005,1926006
40900,2006,1969217
40900,2007,1903038
40900,2008,1929125
40900,2009,1910857
40900,2010,1996059
40900,2011,2081853
40900,2012,2153050
40900,2013,2066455
40900,2014,2043714
40900,2015,2209310
40900,2016,1905107
40900,2017,1706855
40910,2001,1170344
40910,2002,1131718
40910,2003,1046110
40910,2004,979883
40910,2005,990684
40910,2006,998462
40910,2007,1091165
40910,2008,1217030
40910,2009,1184764
40910,2010,1182001
40910,2011,1140079
40910,2012,1140244
40910,2013,576490
40910,2014,1127593
40910,2015,1035030
40910,2016,1047620
40910,2017,904241
40920,2001,412184
40920,2002,415789
40920,2003,412533
40920,2004,419259
40920,2005,407444
40920,2006,424396
40920,2007,430013
40920,2008,462797
40920,2009,479936
40920,2010,570458
40920,2011,619344
40920,2012,638632
40920,2013,624224
40920,2014,647672
40920,2015,634717
40920,2016,623209
40920,2017,526635
40930,2001,2358665
40930,2002,2390529
40930,2003,2490985
40930,2004,2535682
40930,2005,2671691
40930,2006,2798010
40930,2007,2804640
40930,2008,2771112
40930,2009,2693284
40930,2010,2606787
40930,2011,2661647
40930,2012,2833465
40930,2013,2783646
40930,2014,2804973
40930,2015,2845857
40930,2016,2811645
40930,2017,2540305
40940,2001,236704
40940,2002,229225
40940,2003,213332
40940,2004,191164
40940,2005,206420
40940,2006,200681
40940,2007,227229
40940,2008,261932
40940,2009,260680
40940,2010,267956
40940,2011,277824
40940,2012,278738
40940,2013,474054
40940,2014,270020
40940,2015,248113
40940,2016,211161
40940,2017,185254
40960,2001,1452914
40960,2002,1478000
40960,2003,1468601
40960,2004,1437429
40960,2005,1457751
40960,2006,1489561
40960,2007,1503172
40960,2008,1527004
40960,2009,1391201
40960,2010,1393509
40960,2011,1486265
40960,2012,1573557
40960,2013,1533225
40960,2014,1540633
40960,2015,1592814
40960,2016,1579106
40960,2017,1431417
40970,2001,341270
40970,2002,343549
40970,2003,333813
40970,2004,332280
40970,2005,316371
40970,2006,341062
40970,2007,366787
40970,2008,378519
40970,2009,373789
40970,2010,407073
40970,2011,439439
40970,2012,457900
40970,2013,449944
40970,2014,480685
40970,2015,482940
40970,2016,478718
40970,2017,409452
40980,2001,253942
40980,2002,260053
40980,2003,263743
40980,2004,254142
40980,2005,264321
40980,2006,278298
40980,2007,279021
40980,2008,302752
40980,2009,288194
40980,2010,311497
40980,2011,328258
40980,2012,346005
40980,2013,344868
40980,2014,367351
40980,2015,386381
40980,2016,380769
40980,2017,348835
40990,2001,2191846
40990,2002,2060299
40990,2003,1939013
40990,2004,1958442
40990,2005,1914555
40990,2006,1873230
40990,2007,1909330
40990,2008,1978385
40990,2009,1860183
40990,2010,1903474
40990,2011,1885709
40990,2012,1880862
40990,2013,932660
40990,2014,1800001
40990,2015,1870456
40990,2016,1780101
40990,2017,1536481
41000,2001,968983
41000,2002,1014314
41000,2003,1072375
41000,2004,1118290
41000,2005,1227149
41000,2006,1313797
41000,2007,1239995
41000,2008,1353217
41000,2009,1225046
41000,2010,1272910
41000,2011,1439543
41000,2012,1611799
41000,2013,823799
41000,2014,1567588
41000,2015,1547817
41000,2016,1549250
41000,2017,1409586
41010,2001,388219
41010,2002,391838
41010,2003,402701
41010,2004,398477
41010,2005,406496
41010,2006,223519
41010,2007,442589
41010,2008,454943
41010,2009,481122
41010,2010,493517
41010,2011,523615
41010,2012,539115
41010,2013,568564
41010,2014,575749
41010,2015,564549
41010,2016,578639
41010,2017,519937
41020,2001,1385623
41020,2002,1390764
41020,2003,1386508
41020,2004,1401755
41020,2005,1514092
41020,2006,1623925
41020,2007,1558426
41020,2008,1715200
41020,2009,1674396
41020,2010,1803329
41020,2011,1960828
41020,2012,2094972
41020,2013,2199436
41020,2014,2285653
41020,2015,2315219
41020,2016,2301150
41020,2017,2092096
41030,2001,615151
41030,2002,649308
41030,2003,688098
41030,2004,695347
41030,2005,821585
41030,2006,845290
41030,2007,844194
41030,2008,908693
41030,2009,909736
41030,2010,895982
41030,2011,929965
41030,2012,951073
41030,2013,942505
41030,2014,957736
41030,2015,993972
41030,2016,928561
41030,2017,831468
41040,2001,107269
41040,2002,74747
41040,2003,35436
41040,2004,79163
41040,2005,143459
41040,2006,189703
41040,2007,225625
41040,2008,258417
41040,2009,270296
41040,2010,286938
41040,2011,310783
41040,2012,342852
41040,2013,344087
41040,2014,361192
41040,2015,379128
41040,2016,354394
41040,2017,319574
41050,2001,365628
41050,2002,350199
41050,2003,356692
41050,2004,351745
41050,2005,350332
41050,2006,333078
41050,2007,321272
41050,2008,343901
41050,2009,329291
41050,2010,323468
41050,2011,325538
41050,2012,310685
41050,2013,288998
41050,2014,291913
41050,2015,321298
41050,2016,320894
41050,2017,290652
41060,2001,388616
41060,2002,414214
41060,2003,419040
41060,2004,399848
41060,2005,413743
41060,2006,428873
41060,2007,445923
41060,2008,469502
41060,2009,451768
41060,2010,454633
41060,2011,488118
41060,2012,515561
41060,2013,529450
41060,2014,498102
41060,2015,518218
41060,2016,516586
41060,2017,464649
41070,2001,374141
41070,2002,369360
41070,2003,354535
41070,2004,346788
41070,2005,366746
41070,2006,390475
41070,2007,405759
41070,2008,429710
41070,2009,420328
41070,2010,444747
41070,2011,464514
41070,2012,464198
41070,2013,509589
41070,2014,515121
41070,2015,520452
41070,2016,497433
41070,2017,407775
41080,2001,377916
41080,2002,357722
41080,2003,350448
41080,2004,335249
41080,2005,368532
41080,2006,415540
41080,2007,422785
41080,2008,419596
41080,2009,415652
41080,2010,409940
41080,2011,417670
41080,2012,433372
41080,2013,566165
41080,2014,459362
41080,2015,442804
41080,2016,394179
41080,2017,345405
41090,2001,2180763
41090,2002,2057701
41090,2003,2021344
41090,2004,1868339
41090,2005,1857367
41090,2006,2124596
41090,2007,2635704
41090,2008,2729519
41090,2009,2860829
41090,2010,2823518
41090,2011,2851237
41090,2012,2948366
41090,2013,3046598
41090,2014,3218135
41090,2015,3487284
41090,2016,3453506
41090,2017,3050505
41120,2001,567806
41120,2002,591746
41120,2003,602065
41120,2004,565734
41120,2005,643467
41120,2006,757032
41120,2007,742804
41120,2008,693235
41120,2009,635282
41120,2010,630972
41120,2011,657643
41120,2012,711259
41120,2013,1230064
41120,2014,702697
41120,2015,666184
41120,2016,580128
41120,2017,506805
41130,2001,694947
41130,2002,673106
41130,2003,686978
41130,2004,693852
41130,2005,718886
41130,2006,749259
41130,2007,748028
41130,2008,778021
41130,2009,742452
41130,2010,723031
41130,2011,780414
41130,2012,827306
41130,2013,899567
41130,2014,901096
41130,2015,868490
41130,2016,852174
41130,2017,750696
41140,2001,219914
41140,2002,203584
41140,2003,205588
41140,2004,196692
41140,2005,206441
41140,2006,225164
41140,2007,211726
41140,2008,197947
41140,2009,184345
41140,2010,185451
41140,2011,196498
41140,2012,208956
41140,2013,282132
41140,2014,213742
41140,2015,211184
41140,2016,194758
41140,2017,163135
41150,2001,866550
41150,2002,835164
41150,2003,829214
41150,2004,828599
41150,2005,878920
41150,2006,913980
41150,2007,919915
41150,2008,956838
41150,2009,902790
41150,2010,898528
41150,2011,973049
41150,2012,1021228
41150,2013,1044429
41150,2014,935506
41150,2015,933748
41150,2016,1070527
41150,2017,982801
41160,2001,499986
41160,2002,458595
41160,2003,449645
41160,2004,500460
41160,2005,645712
41160,2006,805374
41160,2007,1030100
41160,2008,1225362
41160,2009,1186882
41160,2010,1204806
41160,2011,1294248
41160,2012,1257206
41160,2013,1257128
41160,2014,1180663
41160,2015,1215270
41160,2016,1209081
41160,2017,1109019
41170,2001,1430803
41170,2002,1334796
41170,2003,1330200
41170,2004,1285377
41170,2005,1263091
41170,2006,1257368
41170,2007,1274774
41170,2008,1338392
41170,2009,1328041
41170,2010,1341153
41170,2011,1296198
41170,2012,1261257
41170,2013,636066
41170,2014,1215095
41170,2015,1252813
41170,2016,1186158
41170,2017,1014261
41180,2001,497081
41180,2002,503843
41180,2003,495414
41180,2004,462072
41180,2005,469727
41180,2006,495482
41180,2007,600801
41180,2008,547106
41180,2009,570465
41180,2010,591280
41180,2011,620074
41180,2012,635663
41180,2013,687578
41180,2014,673561
41180,2015,645571
41180,2016,655240
41180,2017,586451
41190,2001,481219
41190,2002,467260
41190,2003,461903
41190,2004,433733
41190,2005,414543
41190,2006,423542
41190,2007,434617
41190,2008,499827
41190,2009,494819
41190,2010,484488
41190,2011,504492
41190,2012,469321
41190,2013,528030
41190,2014,571617
41190,2015,581445
41190,2016,569390
41190,2017,497753
41200,2001,897187
41200,2002,883737
41200,2003,844385
41200,2004,804123
41200,2005,818838
41200,2006,844840
41200,2007,780367
41200,2008,819176
41200,2009,852207
41200,2010,875751
41200,2011,938088
41200,2012,867732
41200,2013,976106
41200,2014,1079365
41200,2015,1078620
41200,2016,1059541
41200,2017,935743
41210,2001,706472
41210,2002,714638
41210,2003,701801
41210,2004,687053
41210,2005,726058
41210,2006,741278
41210,2007,990986
41210,2008,287986
41210,2009,263070
41210,2010,735460
41210,2011,857276
41210,2012,897070
41210,2013,927500
41210,2014,936790
41210,2015,908573
41210,2016,941917
41210,2017,866798
41220,2001,3134523
41220,2002,3225855
41220,2003,3254355
41220,2004,3242275
41220,2005,3345646
41220,2006,3463690
41220,2007,3496683
41220,2008,3563740
41220,2009,3694284
41220,2010,3984561
41220,2011,4261937
41220,2012,4419350
41220,2013,4314122
41220,2014,4154909
41220,2015,4233730
41220,2016,4098759
41220,2017,3631478
41230,2001,833311
41230,2002,960892
41230,2003,944414
41230,2004,914934
41230,2005,915344
41230,2006,894366
41230,2007,917799
41230,2008,1002788
41230,2009,1023218
41230,2010,1083824
41230,2011,1091155
41230,2012,1065207
41230,2013,526057
41230,2014,1038641
41230,2015,1092041
41230,2016,1045205
41230,2017,836818
41240,2001,743148
41240,2002,734529
41240,2003,727415
41240,2004,742612
41240,2005,770894
41240,2006,772010
41240,2007,739568
41240,2008,772720
41240,2009,737728
41240,2010,751641
41240,2011,796966
41240,2012,850504
41240,2013,879905
41240,2014,876226
41240,2015,949756
41240,2016,864771
41240,2017,823386
41250,2001,296964
41250,2002,286423
41250,2003,285009
41250,2004,279410
41250,2005,279890
41250,2006,268068
41250,2007,253734
41250,2008,282515
41250,2009,265188
41250,2010,264493
41250,2011,286007
41250,2012,274269
41250,2013,268689
41250,2014,265482
41250,2015,260517
41250,2016,262433
41250,2017,235014
41260,2001,545548
41260,2002,575081
41260,2003,574587
41260,2004,554446
41260,2005,577906
41260,2006,614267
41260,2007,643361
41260,2008,653775
41260,2009,639705
41260,2010,619734
41260,2011,636065
41260,2012,634602
41260,2013,618253
41260,2014,643394
41260,2015,642808
41260,2016,598106
41260,2017,549316
41270,2001,247990
41270,2002,238802
41270,2003,249123
41270,2004,248366
41270,2005,264892
41270,2006,289439
41270,2007,299540
41270,2008,302411
41270,2009,297581
41270,2010,311811
41270,2011,328021
41270,2012,333128
41270,2013,412299
41270,2014,363283
41270,2015,354285
41270,2016,333499
41270,2017,293950
41280,2001,2029222
41280,2002,1861212
41280,2003,1853547
41280,2004,1871866
41280,2005,1914857
41280,2006,1963254
41280,2007,1853624
41280,2008,1930730
41280,2009,1830296
41280,2010,1816265
41280,2011,2001758
41280,2012,2073406
41280,2013,2106782
41280,2014,2136019
41280,2015,2173168
41280,2016,2182730
41280,2017,1939793
41290,2001,1242173
41290,2002,1182795
41290,2003,1163893
41290,2004,1091477
41290,2005,1086182
41290,2006,852059
41290,2007,1015057
41290,2008,1124397
41290,2009,1185353
41290,2010,1231345
41290,2011,1300608
41290,2012,1323826
41290,2013,1277970
41290,2014,1331694
41290,2015,1304805
41290,2016,1312852
41290,2017,1161645
41300,2001,1587318
41300,2002,1627959
41300,2003,1579565
41300,2004,1560410
41300,2005,1599079
41300,2006,1586427
41300,2007,1490705
41300,2008,1573868
41300,2009,1660049
41300,2010,1727215
41300,2011,1782326
41300,2012,1841149
41300,2013,1815166
41300,2014,1827686
41300,2015,1821379
41300,2016,1783790
41300,2017,1583743
41310,2001,618725
41310,2002,633288
41310,2003,643066
41310,2004,618815
41310,2005,640241
41310,2006,677022
41310,2007,1039675
41310,2008,208576
41310,2009,497574
41310,2010,726271
41310,2011,777711
41310,2012,809536
41310,2013,876851
41310,2014,874963
41310,2015,862067
41310,2016,865537
41310,2017,791711
41320,2001,3221320
41320,2002,3280620
41320,2003,3261959
41320,2004,3234841
41320,2005,3362380
41320,2006,3458081
41320,2007,3410460
41320,2008,3823938
41320,2009,3897897
41320,2010,3912939
41320,2011,4209947
41320,2012,4469904
41320,2013,4387667
41320,2014,4397868
41320,2015,4353356
41320,2016,4294256
41320,2017,3734797
41330,2001,577981
41330,2002,566974
41330,2003,550249
41330,2004,549538
41330,2005,574946
41330,2006,582992
41330,2007,551074
41330,2008,545090
41330,2009,560702
41330,2010,605415
41330,2011,687620
41330,2012,717444
41330,2013,741413
41330,2014,768880
41330,2015,784647
41330,2016,745152
41330,2017,732610
41340,2001,600664
41340,2002,622971
41340,2003,652177
41340,2004,631826
41340,2005,682566
41340,2006,778739
41340,2007,755954
41340,2008,815187
41340,2009,743182
41340,2010,778559
41340,2011,850810
41340,2012,899323
41340,2013,913438
41340,2014,907789
41340,2015,937782
41340,2016,981506
41340,2017,864713
41350,2001,420291
41350,2002,421028
41350,2003,409690
41350,2004,408322
41350,2005,438378
41350,2006,472163
41350,2007,497809
41350,2008,530042
41350,2009,501962
41350,2010,487146
41350,2011,484193
41350,2012,489369
41350,2013,488346
41350,2014,510725
41350,2015,504852
41350,2016,472143
41350,2017,444950
41360,2001,247914
41360,2002,235166
41360,2003,250202
41360,2004,258607
41360,2005,270181
41360,2006,296444
41360,2007,313938
41360,2008,340305
41360,2009,329539
41360,2010,347727
41360,2011,357107
41360,2012,350381
41360,2013,341324
41360,2014,365973
41360,2015,367356
41360,2016,339967
41360,2017,288024
41380,2001,1424296
41380,2002,1421185
41380,2003,1383626
41380,2004,1329787
41380,2005,1355917
41380,2006,1449597
41380,2007,1369201
41380,2008,1402300
41380,2009,1452443
41380,2010,1510805
41380,2011,1602327
41380,2012,1658903
41380,2013,1618079
41380,2014,1602282
41380,2015,1605838
41380,2016,1575462
41380,2017,1398190
41400,2001,1993865
41400,2002,2150223
41400,2003,1984765
41400,2004,2061701
41400,2005,2363425
41400,2006,2651825
41400,2007,2760942
41400,2008,3035643
41400,2009,3229536
41400,2010,3440848
41400,2011,3765552
41400,2012,3811521
41400,2013,3992085
41400,2014,3941781
41400,2015,3816017
41400,2016,3806347
41400,2017,3471371
41410,2001,651599
41410,2002,714772
41410,2003,726863
41410,2004,755793
41410,2005,812558
41410,2006,847228
41410,2007,827952
41410,2008,974083
41410,2009,949929
41410,2010,1072883
41410,2011,1176985
41410,2012,1277600
41410,2013,1346579
41410,2014,1309436
41410,2015,1354664
41410,2016,1297717
41410,2017,1175364
41420,2001,2115044
41420,2002,2151192
41420,2003,2375203
41420,2004,2322089
41420,2005,2415223
41420,2006,2479739
41420,2007,2613553
41420,2008,2603455
41420,2009,2746931
41420,2010,2866668
41420,2011,2960754
41420,2012,3019368
41420,2013,2910939
41420,2014,2884871
41420,2015,3034778
41420,2016,3162117
41420,2017,2824619
41430,2001,1699079
41430,2002,1648379
41430,2003,1624827
41430,2004,1536151
41430,2005,1571999
41430,2006,1461081
41430,2007,1597046
41430,2008,1634548
41430,2009,1620646
41430,2010,1653651
41430,2011,1643594
41430,2012,1589531
41430,2013,770551
41430,2014,1506362
41430,2015,1516456
41430,2016,1408573
41430,2017,1217217
41440,2001,526211
41440,2002,519600
41440,2003,529403
41440,2004,535979
41440,2005,555290
41440,2006,520882
41440,2007,44993
41440,2008,926390
41440,2009,726684
41440,2010,673253
41440,2011,715797
41440,2012,742549
41440,2013,760748
41440,2014,760910
41440,2015,736046
41440,2016,771559
41440,2017,690172
41450,2001,4222735
41450,2002,4602713
41450,2003,4569160
41450,2004,4354223
41450,2005,4548428
41450,2006,4750791
41450,2007,3990122
41450,2008,3857034
41450,2009,4530937
41450,2010,4860998
41450,2011,5139248
41450,2012,5319744
41450,2013,5119667
41450,2014,5259992
41450,2015,5262538
41450,2016,5262774
41450,2017,4539488
41460,2001,681701
41460,2002,667912
41460,2003,670339
41460,2004,624393
41460,2005,676997
41460,2006,735149
41460,2007,844481
41460,2008,29582
41460,2009,695506
41460,2010,791724
41460,2011,875575
41460,2012,925004
41460,2013,968442
41460,2014,995284
41460,2015,962639
41460,2016,980676
41460,2017,912334
41480,2001,1028560
41480,2002,1000249
41480,2003,989517
41480,2004,957997
41480,2005,987092
41480,2006,1188717
41480,2007,1039519
41480,2008,1177624
41480,2009,1160067
41480,2010,1199826
41480,2011,1256927
41480,2012,1316509
41480,2013,1362631
41480,2014,1375159
41480,2015,1335294
41480,2016,1316310
41480,2017,1188534
41490,2001,763543
41490,2002,791411
41490,2003,778198
41490,2004,890359
41490,2005,1067674
41490,2006,1095653
41490,2007,964113
41490,2008,951005
41490,2009,1102131
41490,2010,1271859
41490,2011,1385659
41490,2012,1415751
41490,2013,1391699
41490,2014,1348807
41490,2015,1497362
41490,2016,1474391
41490,2017,1267464
41500,2001,605110
41500,2002,603722
41500,2003,598273
41500,2004,601230
41500,2005,631736
41500,2006,608082
41500,2007,75626
41500,2008,898420
41500,2009,695372
41500,2010,718056
41500,2011,824779
41500,2012,833719
41500,2013,884359
41500,2014,880862
41500,2015,862296
41500,2016,880093
41500,2017,809416
41510,2012,288944
41510,2013,601174
41510,2014,705367
41510,2015,806111
41510,2016,869028
41510,2017,841916
41580,2001,27
41660,2001,4069864
41660,2002,4155647
41660,2003,3936978
41660,2004,3188360
41660,2005,2397958
41660,2006,3714959
41660,2007,4237346
41660,2008,4222045
41660,2009,4961523
41660,2010,5334069
41660,2011,5555733
41660,2012,5750442
41660,2013,5792735
41660,2014,6536922
41660,2015,7011372
41660,2016,7013905
41660,2017,6153591
41670,2001,73256
41670,2002,216536
41670,2003,182819
41670,2004,192969
41670,2005,202355
41670,2006,239405
41670,2007,259745
41670,2008,253196
41670,2009,268839
41670,2010,288834
41670,2011,302021
41670,2012,300831
41670,2013,287338
41670,2014,309593
41670,2015,327840
41670,2016,304456
41670,2017,263579
41680,2012,173746
41680,2013,283327
41680,2014,301125
41680,2015,149883
41680,2016,276500
41680,2017,274564
41690,2015,390789
41690,2016,452023
41690,2017,445372
41700,2017,774579
